thread_id,termination_type,template_category,kbas_retrieved,has_deflection,deflection_msg_count,deflection_type
51ddc210-8170-48fa-874b-3afad512a970,escalated,Microsoft 365,1,0,0,no_deflection
0b37220b-57ea-4d81-9497-453ee95e7060,restarted,Mobile Device Issue,5,0,0,no_deflection
ba5bab12-8e3b-4455-986c-427f2f324c12,abandoned,Telephone issue,2,0,0,no_deflection
ee4a3e9e-9f25-4d26-9081-053a33d0e9c1,escalated,Software Issue,3,0,0,no_deflection
1c8ec607-fa65-466d-b969-a452bbae1c3d,restarted,Request for Information/assistance IT,6,0,0,no_deflection
7bbc7f49-8425-4bdf-9897-95658d2f4979,restarted,Request for Information/assistance IT,1,0,0,no_deflection
2b731e3f-d2bf-4d19-ad2f-d38d285f041e,restarted,Hardware Issues,0,0,0,silent_stall
c194277b-da7f-436e-8efe-e19f85275ddf,abandoned,Request for Information/assistance IT,3,0,0,no_deflection
ffac0766-76ec-4570-80df-70c2cb9fa243,resolved,Request for Information/assistance IT,6,0,0,no_deflection
40086d60-30c8-4ba7-baba-ba9dda68550a,resolved,Request for Information/assistance IT,4,0,0,no_deflection
c09bb04b-96f9-41a3-825d-b5daa433430e,abandoned,Unknown,0,0,0,silent_stall
b4a1e2ce-cc30-4ced-bc48-9ec2ee5b1b32,escalated,Hardware Issues,1,0,0,no_deflection
ca30c4e2-93d0-4174-8c59-6afedb8957ab,abandoned,Unknown,1,0,0,no_deflection
6f927b23-f8f5-4e31-b03e-cb4f4018bd74,escalated,Microsoft 365,5,0,0,no_deflection
dced799d-16c7-483e-bb05-352080434572,resolved,LincPass Issues,7,0,0,no_deflection
8124990e-b821-44e0-b738-1891deecc38e,restarted,Request for Information/assistance IT,0,0,0,silent_stall
2da04e1b-b67f-4f58-8c0b-7650d3202324,abandoned,Unknown,1,1,1,explicit_acknowledgment
057690b7-a032-4339-ae83-1537974f5f62,abandoned,Unknown,6,0,0,no_deflection
87f0d327-519b-42be-b843-7e3cfcc62c2a,abandoned,Unknown,4,0,0,no_deflection
78105934-e7ff-4a90-aa80-8ef0a066e57c,restarted,Request for Information/assistance IT,5,1,1,explicit_acknowledgment
f75fb158-ed76-4628-b332-9a7a9f092818,escalated,Printing Issue,1,0,0,no_deflection
4216cb74-dc52-4e20-9844-78c4c158b95e,resolved,Hardware Issues,4,0,0,no_deflection
c822cd53-0f6e-47f4-af9d-66c68498b003,resolved,Request for Information/assistance IT,3,0,0,no_deflection
98801ef2-8593-4678-a19f-47764c83397b,resolved,Request for Information/assistance IT,3,0,0,no_deflection
92cb0db4-b08b-4826-a1de-ebc9e638a4ac,resolved,Software Issue,2,0,0,no_deflection
845f40bf-9919-41c4-977a-100ed6c04f07,abandoned,Unknown,1,0,0,no_deflection
95a42e21-de47-4f20-8d12-5e2fd72aec3a,abandoned,Unknown,4,0,0,no_deflection
5703f09b-9323-4d3c-9a8d-91ce39349ad6,abandoned,Unknown,3,0,0,no_deflection
fdaa71c5-5a55-47f6-a348-0ec3b2258530,escalated,Software Issue,2,0,0,no_deflection
8a3e6ec3-cd28-4dfc-b9c5-8ee8f94f8fe7,abandoned,Unknown,6,0,0,no_deflection
c1a08615-f250-470d-b302-c3a8e88e5315,abandoned,Unknown,4,0,0,no_deflection
b86f6a7f-6bb7-4d54-bbb4-cca118efccda,abandoned,Unknown,4,0,0,no_deflection
016daee9-68da-4856-aea5-2ed6c3961437,escalated,Printing Issue,2,0,0,no_deflection
ed53f6de-0a26-43d1-93f5-da7de641a652,abandoned,Unknown,4,1,2,explicit_acknowledgment
8b218d39-504c-47e5-84b5-b306fe8c5e80,restarted,Unknown,0,0,0,silent_stall
169e82d4-412b-4e12-b827-05e5ada7e2d7,abandoned,Unknown,7,0,0,no_deflection
b173fc8e-dbe1-402b-b5c3-2f64cf17d7bc,abandoned,Unknown,2,0,0,no_deflection
c4536f96-3552-4197-b465-0ebee8336f8c,escalated,Microsoft 365,5,0,0,no_deflection
5f63086c-9f01-486a-9619-716de30da73e,escalated,Printing Issue,3,0,0,no_deflection
03f1b1ec-e3f3-4baa-86a1-292a5221f38b,abandoned,Unknown,2,0,0,no_deflection
5f18edbe-69bd-45ee-b607-769c8e299fdd,abandoned,Unknown,4,0,0,no_deflection
fdaa1d7e-6d81-4442-ada0-bc628f754fed,restarted,Mobile Device Issue,6,0,0,no_deflection
22337ab0-779c-47c2-9e67-480cfd0ab90f,abandoned,Unknown,4,0,0,no_deflection
7b5aa9c2-12a9-4db2-8078-f107dcb0c2d9,abandoned,Unknown,1,0,0,no_deflection
da6aa66c-897f-41ed-b89a-752e862b9c39,abandoned,Unknown,0,0,0,silent_stall
4a99f55b-d5ab-473b-a92d-faa667a0881d,escalated,Software Issue,5,1,1,explicit_acknowledgment
8603dc63-d346-4078-9826-78e05af2f91f,escalated,Mobile Device Issue,0,0,0,silent_stall
8cf626de-7259-4ff9-ba93-1b484fe0a552,resolved,Hardware Issues,1,0,0,no_deflection
22b51b84-f822-4e04-8033-d44a3b770883,abandoned,Unknown,4,0,0,no_deflection
693bb0b7-9f56-4594-989c-8987b0f7a62c,resolved,Mobile Device Issue,4,0,0,no_deflection
511b6795-7dc2-4111-97c6-4aeb29e372e2,restarted,Request for Information/assistance IT,5,0,0,no_deflection
5483390c-c47a-4512-9631-db2e25e6ceff,restarted,Unknown,5,0,0,no_deflection
512f1974-be28-4656-aa46-5207d8cbc971,restarted,Unknown,5,0,0,no_deflection
9862e613-7309-435b-85b2-e0489288a02d,restarted,Unknown,4,0,0,no_deflection
2efa8d67-cc98-4422-bfe5-941862fe7e1b,abandoned,Unknown,5,0,0,no_deflection
9c9bf6c3-e437-4048-aa17-64a266ed954d,escalated,Printing Issue,1,0,0,no_deflection
fef6712e-5285-46ed-a9c1-e5d8f0e8a741,resolved,Software Issue,4,0,0,no_deflection
e81d7ee6-9f51-468b-bbc4-8f2022693fca,escalated,Software Issue,3,0,0,no_deflection
e5292030-13fd-4e3a-a158-359da891c293,restarted,Request for Information/assistance IT,7,1,1,explicit_acknowledgment
67abb3f0-39db-4879-b609-6ebca9778a1f,abandoned,Unknown,5,1,1,explicit_acknowledgment
9dcbf5cd-f436-4b4a-b7fb-d109bf4931b0,abandoned,Unknown,3,0,0,no_deflection
d3ea9ead-9cd0-4f8c-9de3-0c6d234e0c85,escalated,Microsoft 365,3,1,1,explicit_acknowledgment
ba1a26e3-edf0-4462-9a6e-1820e406b9ce,restarted,Microsoft 365,4,0,0,no_deflection
89cc252a-3337-4e84-8e90-96f47adce2ff,restarted,Request for Information/assistance IT,2,0,0,no_deflection
9022da3c-e3c4-4701-a1e0-312cb25be652,abandoned,Unknown,2,0,0,no_deflection
3ced4f86-ae67-44c7-a448-7672ce775e56,abandoned,Unknown,2,0,0,no_deflection
e6eed244-26ea-4553-82fe-e6d3a1f0b289,escalated,Software Issue,3,0,0,no_deflection
7e13f425-7787-4203-bb6d-505a7d123200,abandoned,Unknown,4,0,0,no_deflection
6e85f38c-67b7-4faa-bf6a-0cabee249634,abandoned,Unknown,3,1,1,explicit_acknowledgment
73c0eddf-c7f6-4c03-a6b7-752843c38b35,escalated,Software Issue,0,0,0,silent_stall
900cee38-48dd-4b40-b9d8-c5fe6ea8a399,resolved,Request for Information/assistance IT,5,0,0,no_deflection
be0347ae-f956-4670-83e6-f05f4cbf8ac6,escalated,Microsoft 365,3,0,0,no_deflection
7151d86d-d7bb-4702-aaf0-1c27b8185aec,escalated,Software Issue,2,0,0,no_deflection
11437e1a-04a2-4b6d-94cc-ead634dc800b,escalated,Microsoft 365,4,0,0,no_deflection
afb7b8af-44af-4c21-a419-8ed37ce22fbb,restarted,Microsoft 365,1,0,0,no_deflection
f7ac4dbe-306d-4e3f-835d-a90efea363d4,escalated,Request for Information/assistance IT,0,0,0,silent_stall
5b967c22-e424-4053-8551-25011ffc63e3,resolved,Printing Issue,2,0,0,no_deflection
c4525e79-45a0-4088-b600-11736f9e921d,abandoned,Unknown,4,0,0,no_deflection
0df1cba6-2330-4eb8-b88a-5930491e8caf,abandoned,Unknown,2,0,0,no_deflection
8bc2e658-883b-40a4-a260-871afaf4705b,restarted,Microsoft 365,3,0,0,no_deflection
66c240de-9704-4fa7-b1dd-31a6b894adcf,abandoned,Unknown,6,0,0,no_deflection
7517fbd6-a811-4902-9099-8a772e37d1e3,escalated,Software Issue,1,0,0,no_deflection
92ebfc2e-fbb9-4e12-a675-a09b3bb431f0,escalated,Software Issue,6,0,0,no_deflection
18fd81f0-23be-4b41-95b7-b761f17cebee,abandoned,Unknown,1,0,0,no_deflection
ea9dabed-4a80-4188-a0f6-e278b587997f,escalated,Microsoft 365,2,0,0,no_deflection
1e6c26f8-25d9-48eb-9acc-49c1c922c12e,abandoned,Unknown,1,0,0,no_deflection
9a69f4b4-19e6-475f-b4de-292f201fa25c,abandoned,Unknown,4,0,0,no_deflection
307ed2e5-252e-4015-aaf9-9f4975e7f975,restarted,Request for Information/assistance IT,5,1,1,explicit_acknowledgment
cde145eb-0be7-468a-9479-49546791809a,abandoned,Unknown,8,0,0,no_deflection
e23cdc3e-ba5a-43b0-8fd9-c3caabe3033d,abandoned,Unknown,4,0,0,no_deflection
d066cc9b-226d-4024-ad55-481f8ba306e6,abandoned,Unknown,0,0,0,silent_stall
3c522e3c-ad06-460c-a585-9ecf7b5808cd,resolved,Request for Information/assistance IT,4,0,0,no_deflection
baccd1a7-635e-4e53-a910-a8caf75edf7a,abandoned,Unknown,5,0,0,no_deflection
9e0c914f-20a6-48e2-857a-78594d6abda8,escalated,Hardware Issues,0,0,0,silent_stall
e35fc722-d424-4383-8d3d-d826c1cd38f9,abandoned,Unknown,1,0,0,no_deflection
ac475aff-3eb6-4d1c-bf74-be4052a40026,resolved,LincPass Issues,5,0,0,no_deflection
de5a24f3-e67d-4533-aff9-66a849365473,abandoned,Unknown,3,0,0,no_deflection
c4dfa340-55ca-44ae-aebd-5c16fa0233a5,abandoned,Unknown,4,0,0,no_deflection
f9c822fc-c1bc-447f-8057-79e91cd3dff2,resolved,Request for Information/assistance IT,6,0,0,no_deflection
6674f364-babb-4db4-a776-c8c2c911dc7e,abandoned,Unknown,6,1,1,explicit_acknowledgment
8ec69753-6fcd-48d3-9c17-9748986c9635,abandoned,Unknown,3,0,0,no_deflection
04757ed6-f98f-4501-a7d7-a4169e76af99,resolved,Request for Information/assistance IT,5,0,0,no_deflection
759c64db-ce67-43cf-a45a-0fd897a75eaf,resolved,Software Issue,4,0,0,no_deflection
76334f8b-bada-4dcd-87da-54bf2c4a6d67,resolved,Network Issues,8,0,0,no_deflection
ab736fa0-69d9-4a03-a482-a4e2f0ce17ef,resolved,Request for Information/assistance IT,7,0,0,no_deflection
68edf728-6c99-4f59-bf95-cfc14833672b,escalated,Request for Information/assistance IT,0,0,0,silent_stall
bcdf147b-6b52-43e1-b51a-4600ef25704d,resolved,Mobile Device Issue,4,0,0,no_deflection
700ad8bc-6921-4c93-9935-281d844d772c,resolved,LincPass Issues,4,0,0,no_deflection
938aa2d2-ad96-4894-b760-14546c0c50f0,resolved,Request for Information/assistance IT,4,0,0,no_deflection
c8f4f1ff-6bed-4d1e-b741-55c50fbe8127,restarted,LincPass Issues,4,0,0,no_deflection
82f15019-107a-4aa0-879a-730e229fa3b9,restarted,LincPass Issues,3,0,0,no_deflection
92386be3-a9c2-4db6-b002-81e73f92d2fe,resolved,LincPass Issues,7,0,0,no_deflection
cdb8bc99-5e82-47ac-bf7f-52b611ac0c4b,escalated,LincPass Issues,4,0,0,no_deflection
ca9cde3c-f1fa-433c-851c-61ccd3630608,abandoned,Unknown,7,0,0,no_deflection
e3b61675-ebc6-4abe-8b79-328eba6fb239,resolved,LincPass Issues,5,0,0,no_deflection
04847739-3907-45f6-a755-01a27982ad5a,restarted,Unknown,3,0,0,no_deflection
f7e39b8a-b785-40c1-b372-5a4ae7eecaa1,resolved,Mobile Device Issue,3,0,0,no_deflection
37cdf164-6b7c-467d-8ffd-979a7e15f5d2,abandoned,Unknown,3,0,0,no_deflection
1a9ef310-0ad6-476e-a1bb-7f1161581826,escalated,Software Issue,2,0,0,no_deflection
a9aefbdb-5f1d-4d20-b931-fdb7a7043e69,resolved,Request for Information/assistance IT,3,0,0,no_deflection
666fd313-cd26-4698-b9a7-54df0cc3d5c1,escalated,Microsoft 365,6,0,0,no_deflection
c893a530-d7c1-4bab-8328-0f4fa8a85dbe,abandoned,Unknown,5,0,0,no_deflection
a1a2f8b9-8b82-40d9-8a88-c963ffe531c8,escalated,Software Issue,0,0,0,silent_stall
845c6714-cd79-4062-82a0-a44cc73a73a9,abandoned,Unknown,2,0,0,no_deflection
b320ba19-3021-449a-8687-9378ab3b877f,escalated,Software Issue,6,0,0,no_deflection
2b4215d3-6a43-4906-bf07-26f92ecb41ee,escalated,Printing Issue,2,0,0,no_deflection
8cd2b110-c268-4bca-b697-f85e6fa70034,abandoned,Unknown,1,0,0,no_deflection
def09b37-86be-43ac-9635-65e8ebb95974,abandoned,Unknown,4,0,0,no_deflection
e46d7297-c871-461e-8c2b-524033ab752a,escalated,Network Issues,4,0,0,no_deflection
bb3a6e79-d2d0-444a-9d6c-921ab029804f,restarted,Unknown,0,0,0,silent_stall
5c1b44cf-4674-4acb-bdbc-ab13881a8f19,abandoned,Unknown,9,0,0,no_deflection
9643cbb5-ce66-46f6-9a9f-09590247f53b,abandoned,Unknown,7,0,0,no_deflection
33598b52-cb68-4f93-b195-e9f71601b7eb,abandoned,Unknown,0,0,0,silent_stall
c833a6b7-dca0-4035-81b7-1182316d7df2,abandoned,Unknown,6,1,1,explicit_acknowledgment
d495d63b-71ba-4dc9-a673-78719510734e,resolved,Request for Information/assistance IT,10,0,0,no_deflection
66997193-3229-484c-af6f-4ee80161eccd,escalated,Hardware Issues,5,0,0,no_deflection
ab107378-fa98-4517-b68f-47020ea706be,abandoned,Unknown,1,0,0,no_deflection
17eb2765-2c72-4483-91b3-f0cf0d4a10f0,abandoned,Unknown,2,0,0,no_deflection
957502cf-9c02-4ed3-b928-4688086aeae0,restarted,Request for Information/assistance IT,0,0,0,silent_stall
6129d3ad-2d1f-4a5f-86f6-9a128c0557ec,escalated,Request for Information/assistance IT,2,1,1,explicit_acknowledgment
174f709d-73d0-4ffd-911b-745256220d6f,abandoned,Unknown,5,0,0,no_deflection
f4c12800-27f3-431c-ae28-a5f13375f911,abandoned,Unknown,3,0,0,no_deflection
956e1dbf-fcf6-4878-9118-9e5ca9edc2f5,resolved,Request for Information/assistance IT,5,0,0,no_deflection
5f5dfaad-46f6-46c8-aa5e-c9d0bcae88ea,abandoned,Unknown,2,0,0,no_deflection
3d7c935a-0272-4ac7-9573-63de58d5791b,restarted,Software Issue,3,1,1,explicit_acknowledgment
d83aed23-6911-49e6-8cb9-d0d07c363095,resolved,Request for Information/assistance IT,1,0,0,no_deflection
e656bf89-6fa2-4d63-ae8a-a9218a2ea676,escalated,Telephone issue,3,0,0,no_deflection
2143477e-2302-4f36-9cb7-e9d6872b2ee7,abandoned,Unknown,4,0,0,no_deflection
30f18c6a-9818-44cd-ae4a-e5ea275a3ca5,resolved,LincPass Issues,5,0,0,no_deflection
b8cebc7f-eb7b-496f-9d83-57ae2152b396,abandoned,Unknown,3,0,0,no_deflection
46bab071-202d-4e06-ba02-d62ab1703912,restarted,Hardware Issues,2,0,0,no_deflection
043b0923-b637-42b5-90f9-496b0a3636b3,restarted,Microsoft 365,5,0,0,no_deflection
0e5cc661-9420-4ebe-b304-24f6a9ea1cc8,escalated,Software Issue,2,0,0,no_deflection
c167a415-ca20-46be-854d-a4b26fdec891,abandoned,Unknown,1,0,0,no_deflection
b6b60806-d352-49ac-acc0-949d57169b17,abandoned,Unknown,2,0,0,no_deflection
b04e0fd2-b573-4372-96fc-66f728447a82,resolved,Mobile Device Issue,5,0,0,no_deflection
279cb0c1-1e2e-41a4-bda8-718d8924ae7b,abandoned,Unknown,2,0,0,no_deflection
79669542-2556-4479-8ea3-164435df7626,escalated,Microsoft 365,5,1,1,explicit_acknowledgment
04a4fcd3-7bb0-4883-8cae-43287be3417c,escalated,Software Issue,3,0,0,no_deflection
0c12d807-3752-4f00-b90a-b3af89c6f50d,escalated,Request for Information/assistance IT,0,0,0,silent_stall
26357649-025d-4eec-b014-b3363fa5748a,resolved,Microsoft 365,2,0,0,no_deflection
f6530343-c3a7-44d7-86b0-a2da162f1d52,resolved,Microsoft 365,2,1,1,explicit_acknowledgment
be5c970c-4786-4f09-a21e-363dd90ff719,abandoned,Unknown,3,1,1,explicit_acknowledgment
7067e3b8-1578-416d-835e-d8e7797d9198,restarted,Microsoft 365,1,0,0,no_deflection
059f06f3-33d5-41ca-8e2a-2bf77fdfb828,abandoned,Unknown,2,0,0,no_deflection
7f57762c-0404-4fbd-9ed8-a2835e3955df,abandoned,Unknown,4,0,0,no_deflection
363dd6dd-10e5-4654-a938-bf8d5450b0f7,abandoned,Unknown,4,0,0,no_deflection
56bebf5f-3fdd-4bbd-a4b5-6360a72d2539,abandoned,Unknown,2,0,0,no_deflection
480e20a1-e6a0-4e80-8517-1e9153bee965,abandoned,Unknown,1,0,0,no_deflection
6746b533-d412-409c-a021-02663ac59e75,abandoned,Unknown,6,0,0,no_deflection
19081cad-6d45-4e60-8233-1b2198d6f84c,escalated,Network Issues,0,0,0,silent_stall
154d031f-2207-46a5-aba0-fbac12e0315a,resolved,Request for Information/assistance IT,3,0,0,no_deflection
9ebd52d8-06d7-4648-b228-07db6820a512,escalated,Software Issue,0,0,0,silent_stall
c9293565-4185-4274-9f8a-e72b8b20a336,abandoned,Unknown,3,1,1,explicit_acknowledgment
ffc3ed78-5cdb-4c57-a561-9e4e2c2e6a26,abandoned,Unknown,6,1,1,explicit_acknowledgment
2ab7d69a-a245-4048-ae45-4250cb394dcf,resolved,Request for Information/assistance IT,8,0,0,no_deflection
b717efd3-0441-432b-83cf-d4393a4ba36b,abandoned,Unknown,0,0,0,silent_stall
63f9c8a4-4f90-4e48-ae1b-bf3d5a8e5007,escalated,Network Issues,3,0,0,no_deflection
0fa8e0a9-6e1a-4536-9bf3-739be4e829dd,escalated,Request for Information/assistance IT,0,0,0,silent_stall
715810b8-730d-4df4-9224-04088c886c65,restarted,LincPass Issues,4,0,0,no_deflection
8f84fa54-c4d8-4406-997a-020bcd922d3c,abandoned,Unknown,2,0,0,no_deflection
3435d1d1-f4cd-4eaa-b01c-4f152a9dbebb,escalated,Request for Information/assistance IT,0,0,0,silent_stall
d4a4387b-61a6-49e4-8243-c82ec0b89e00,abandoned,Unknown,4,0,0,no_deflection
897d8a43-343c-4e1d-949a-058a90af9d91,escalated,Software Issue,6,1,1,explicit_acknowledgment
e4f9aaef-41e9-4e93-b558-90399e67ebe6,escalated,Software Issue,5,0,0,no_deflection
b92a41ad-f7df-4a39-be98-988ef72cde1e,resolved,Microsoft 365,2,0,0,no_deflection
6851226e-9480-4c7e-870f-ef42b830ce28,restarted,Mobile Device Issue,2,0,0,no_deflection
e2366329-ff25-4920-9a2a-99e265cff6c0,abandoned,Unknown,5,0,0,no_deflection
fee2d7d3-328e-482a-9163-3fe380df5eaf,abandoned,Unknown,7,0,0,no_deflection
8c7e4c7a-4b54-4e74-af95-905017019c3e,escalated,Microsoft 365,3,0,0,no_deflection
62e81558-74fe-4d00-a34b-a308779a5a93,escalated,Request for Information/assistance IT,0,0,0,silent_stall
a9fcbda6-3bb4-428f-bf79-8f3ad8fd9fab,abandoned,Unknown,6,0,0,no_deflection
1eb07b8b-ee11-498f-8d7b-33112c849bf6,abandoned,Unknown,3,0,0,no_deflection
8048b1f7-0d4b-4954-8a86-33e7b05d15e1,restarted,Request for Information/assistance IT,2,0,0,no_deflection
f2e84e52-43fe-4107-913c-0479362dc7c2,resolved,Request for Information/assistance IT,3,1,1,explicit_acknowledgment
71ae24e4-ee4e-4379-9e81-0e0e61857bb2,abandoned,Unknown,6,0,0,no_deflection
7f0b221c-7de4-42e9-85ec-1bc42ec69d2b,escalated,Hardware Issues,1,0,0,no_deflection
566306c4-af9b-4296-b0a1-f853f3059b9d,restarted,Request for Information/assistance IT,6,1,1,explicit_acknowledgment
85612277-22e7-46fa-8c29-cffde8cb7f17,abandoned,Unknown,9,0,0,no_deflection
a2b30637-e9b9-4199-b4fe-7e7ef20d35da,abandoned,Unknown,3,0,0,no_deflection
1e1dd692-0496-4f09-aa34-fd0619678eff,abandoned,Unknown,2,1,1,explicit_acknowledgment
08a1c2c5-2f24-4b03-95ac-6d143bdbbe67,abandoned,Unknown,0,0,0,silent_stall
d211b86a-032e-468e-af41-44e346ef1c03,resolved,Request for Information/assistance IT,6,0,0,no_deflection
762b93ee-f2bf-431d-87d6-ba0ff0b53d8d,abandoned,Unknown,5,0,0,no_deflection
3f16b483-0ac4-437c-b7fb-5e84647c38bf,restarted,Software Issue,4,0,0,no_deflection
a7dcb49c-12ad-4958-a796-535347868cab,resolved,Software Issue,1,0,0,no_deflection
2a3af773-418f-4bff-b5ca-9776f124612b,abandoned,Unknown,5,0,0,no_deflection
83028e5f-033e-48a2-b807-ae47c5245b67,abandoned,Unknown,4,0,0,no_deflection
f8677c6d-376b-4f23-b1b5-62a93ba9e7dd,abandoned,Unknown,4,0,0,no_deflection
f6630c93-a0cf-4e1c-9ebf-12c7e313f381,abandoned,Unknown,5,0,0,no_deflection
0398cb40-7822-4539-a648-81f92b31aaa0,restarted,Request for Information/assistance IT,5,0,0,no_deflection
f68eace6-0a44-4b80-b9cc-855ed81ccd57,abandoned,Unknown,5,0,0,no_deflection
3b880460-358b-430e-85af-f4faeee073f9,escalated,Microsoft 365,0,0,0,silent_stall
803d6ae1-f085-403a-b95f-794bb03ebb3b,abandoned,Unknown,6,0,0,no_deflection
d9742e21-0d31-4234-8983-b832b7955ddd,restarted,Request for Information/assistance IT,3,0,0,no_deflection
072552cd-ea58-4dac-9078-51cea209aec9,escalated,Software Issue,4,0,0,no_deflection
46c8b1c8-d6c5-4f27-839f-9bce22643f1a,restarted,Software Issue,7,0,0,no_deflection
e5576807-e665-4d9a-a1f7-49d5f4990482,abandoned,Unknown,4,0,0,no_deflection
5dc4c6f7-2ed5-44ef-8185-f5d1e6d5568a,abandoned,Unknown,3,0,0,no_deflection
51a70edb-8521-4d96-8a55-8740f4c05609,abandoned,Unknown,5,1,1,explicit_acknowledgment
0d62cbca-31bf-41e2-ba5c-65ca11554f6c,resolved,Request for Information/assistance IT,1,0,0,no_deflection
235e4f9a-cb79-4c75-84e4-987cb8867e65,restarted,Request for Information/assistance IT,6,0,0,no_deflection
cd284b8a-f281-4264-9ef1-ebab3ad6dfe6,escalated,Software Issue,0,0,0,silent_stall
bacda7e3-aaf6-4bf3-abd6-5b473ccd1cc1,escalated,LincPass Issues,2,0,0,no_deflection
34268175-c47e-4217-9779-d34e0a3da4dd,resolved,Request for Information/assistance IT,4,0,0,no_deflection
019054fe-fa20-4333-870b-0bb4ef51769b,escalated,Mobile Device Issue,3,0,0,no_deflection
82254b1d-4865-4687-923f-0a196dc29fa6,restarted,Request for Information/assistance IT,3,0,0,no_deflection
fda86e72-26dc-4d22-8861-15218bc23cd9,resolved,Request for Information/assistance IT,3,0,0,no_deflection
e77702cf-1af3-4584-819d-fe52dc4eb27f,escalated,Telephone issue,4,0,0,no_deflection
17606e28-05a9-4837-b58d-ed2a55af3009,abandoned,Unknown,3,0,0,no_deflection
d2e66dce-3f26-4859-bf36-6061635b89ab,restarted,Unknown,2,0,0,no_deflection
f2b8fe28-0318-46bb-b40a-2685ee939de1,resolved,Printing Issue,4,0,0,no_deflection
226d12a3-17b1-4f9c-84d0-d89cf362659a,restarted,Unknown,1,0,0,no_deflection
39a5cd42-92d9-47a8-b5ed-9ca380ba6a12,resolved,Request for Information/assistance IT,5,0,0,no_deflection
0b47b71e-bec1-46c9-aaf2-7feba766e33f,abandoned,Unknown,4,0,0,no_deflection
b0016d8b-ab92-4cc1-b1ac-32004a373f49,escalated,Software Issue,0,0,0,silent_stall
7acbab22-62b0-4e23-9155-b07dbfa281b6,abandoned,Unknown,3,0,0,no_deflection
7b23e377-57c7-4e34-a94f-956a24b2686a,abandoned,Unknown,3,0,0,no_deflection
7c50d9da-51f8-4040-9a18-6c6d9320b362,resolved,Request for Information/assistance IT,6,0,0,no_deflection
e9c2c793-742c-4b93-8264-56fe5354e241,escalated,Printing Issue,2,0,0,no_deflection
4a0dc7cc-aaa9-46a5-8603-753b15dbcaf2,resolved,Hardware Issues,4,0,0,no_deflection
6e1913b3-3919-4d5e-b5e3-cde616abf841,abandoned,Unknown,6,0,0,no_deflection
f71b1f96-1288-47be-81a8-a3f66472ad7c,resolved,Printing Issue,1,0,0,no_deflection
6f036ce4-bca4-44f0-bd26-253a259dd63f,resolved,Request for Information/assistance IT,3,0,0,no_deflection
b908d72b-2a91-45c9-aa8b-87188085856a,abandoned,Unknown,3,0,0,no_deflection
dd1f9a74-ea3f-4b4b-ac58-a7d83919b0b9,restarted,Unknown,5,1,1,explicit_acknowledgment
7b41ab0b-2024-4a43-bc4b-7df3f6e97822,resolved,LincPass Issues,2,0,0,no_deflection
16f6cd76-6057-49f4-b6bd-b68d80da8093,resolved,Request for Information/assistance IT,2,0,0,no_deflection
3c973742-d1c0-4386-b4ab-3e81e75d3ba6,resolved,LincPass Issues,2,0,0,no_deflection
fbebaaf2-a9be-4b7a-ab6c-f719d58b46da,resolved,Request for Information/assistance IT,2,0,0,no_deflection
77b486b9-bcd2-4d92-9280-76f797659279,restarted,Unknown,4,0,0,no_deflection
1bbb08aa-1f0d-496a-b1f7-e8bd5c21ff9b,resolved,Microsoft 365,4,0,0,no_deflection
c95c46db-26aa-4e15-9e4c-6baa272c042b,restarted,Request for Information/assistance IT,2,0,0,no_deflection
6d1c3ea3-48de-4fa8-ab63-a806e8b28279,resolved,Microsoft 365,4,0,0,no_deflection
9c5bddc6-c40f-42e3-944f-643dd769f4f9,resolved,Microsoft 365,5,0,0,no_deflection
195d4b6c-b36f-4491-bd62-786c8a3b8fae,abandoned,Unknown,9,0,0,no_deflection
dfe6925c-60d5-4b88-90ab-1b45fa371d7f,escalated,Software Issue,2,0,0,no_deflection
dc87d613-f2de-4083-97ee-a7da4eab65e4,resolved,Network Issues,4,0,0,no_deflection
e581a8e3-4b99-4090-a13d-d95803d1d97e,restarted,Unknown,4,0,0,no_deflection
9ea42afe-c699-41f7-887b-0791553ea8b5,abandoned,Unknown,10,0,0,no_deflection
8735610c-8700-4f8b-9cf5-039e46e395eb,restarted,Unknown,4,0,0,no_deflection
29da211e-eb01-4f85-aff6-2d870b389298,restarted,Unknown,3,0,0,no_deflection
7356a91a-82b8-4a1c-8576-2505afbf331f,restarted,Unknown,4,0,0,no_deflection
a3808549-9ec1-4c43-9838-b2189ee17ad4,resolved,Request for Information/assistance IT,5,0,0,no_deflection
63531aee-957c-4401-b003-3e44446d2a9f,abandoned,Unknown,2,0,0,no_deflection
a6eede68-1805-4c38-97ad-0118f38ee6fe,resolved,Request for Information/assistance IT,1,0,0,no_deflection
0c7ab9f7-b65b-468c-aa79-e9c21e062c74,abandoned,Unknown,1,0,0,no_deflection
b4093e35-1a60-4b1e-a9d0-3176d732be45,resolved,Printing Issue,1,0,0,no_deflection
00552590-0b58-4d3f-a89e-5d2558d386e4,restarted,Unknown,5,0,0,no_deflection
45b2a57f-2455-4166-bf39-7025498d3d45,abandoned,Unknown,5,0,0,no_deflection
0cf8403e-5e77-43a2-84d0-9603c653f440,escalated,Microsoft 365,0,0,0,silent_stall
696d34fe-a2c4-4bd7-9fb2-087e042a1811,abandoned,Unknown,8,0,0,no_deflection
d73405ea-f8fb-434f-acc5-7a15e047501b,restarted,Request for Information/assistance IT,1,1,1,explicit_acknowledgment
