thread_id,termination_type,template_category,month,app_version,feedback_rating,is_resolved,is_escalated,is_self_contained,deflection_value
9b1421fb-0164-4199-b83c-1b5d013dc099,abandoned,Unknown,2026-01,2.52.0,,0,0,1,0.5
f918029c-4705-420b-98ef-a66757c62e1f,restarted,Unknown,2026-01,2.52.0,,0,0,1,0.5
15ded22b-92df-48a1-bc13-9763280743f5,restarted,Unknown,2026-01,2.52.0,,0,0,1,0.5
cc58bef0-7618-4437-bd13-6931d41dc69d,restarted,Unknown,2026-01,2.52.0,,0,0,1,0.5
e877ae5e-53d9-4d3d-bce2-5d895465e544,restarted,Unknown,2026-01,2.52.0,,0,0,1,0.5
ac673669-614a-4741-a537-f32e9619dbd4,restarted,Unknown,2026-01,2.52.0,,0,0,1,0.5
a6cd5c1d-3c1f-43fe-8793-859903498d1b,abandoned,Unknown,2026-01,2.52.0,,0,0,1,0.5
e5327c9e-ac85-41ee-805d-4377704943bb,restarted,Unknown,2026-01,2.52.0,,0,0,1,0.5
537fd8c5-ff06-4a00-901b-d388b8de861f,restarted,Unknown,2026-01,2.52.0,,0,0,1,0.5
48534c35-53f7-4f30-aa09-c6625d3d51b7,restarted,Unknown,2026-01,2.52.0,,0,0,1,0.5
cbdbf979-9b00-4d23-9ba0-61cae79c9596,restarted,Unknown,2026-01,2.52.0,,0,0,1,0.5
1a4d6947-5dd5-4757-b7e4-5e029bb2fd0c,restarted,Unknown,2026-01,2.52.0,,0,0,1,0.5
f3e460e3-8631-49fd-97c0-06cd7cd04f1e,restarted,Unknown,2026-01,2.52.0,,0,0,1,0.5
10644b7f-b06a-4acb-8d9c-cab6d1df3577,restarted,Unknown,2026-01,2.52.0,,0,0,1,0.5
2056311b-366a-4837-837d-ad1413db026a,abandoned,Unknown,2026-01,2.52.0,,0,0,1,0.5
13abe520-6f7a-410d-836b-ae0369bb4bb1,restarted,Unknown,2026-01,2.52.0,,0,0,1,0.5
fb2f98a2-836e-4a42-9a10-ea33504d3b56,restarted,Unknown,2026-01,2.52.0,,0,0,1,0.5
eaea6816-30fe-4771-8c22-47abd7d2e8d2,resolved,Microsoft 365,2026-01,2.52.0,,1,0,1,1.0
ea136955-20ce-4dec-a823-564cf55eb3c3,abandoned,Unknown,2026-01,2.52.0,,0,0,1,0.5
e7d467c1-2f6d-46d5-adaa-6a6c3861c57e,escalated,Network Issues,2026-01,2.52.0,,0,1,0,0.0
c7bbd207-37f3-4a52-82ca-399209677248,escalated,Hardware Issues,2026-01,2.52.0,,0,1,0,0.0
93152562-3c51-4b55-b74b-c2b311b93eb8,abandoned,Unknown,2026-01,2.52.0,,0,0,1,0.5
6d14ab9e-3c0f-4fc8-95fa-18b049fef21b,escalated,Software Issue,2026-01,2.52.0,,0,1,0,0.0
dd20c70a-7051-425d-9e66-16f5ea412674,resolved,Request for Information/assistance IT,2026-01,2.52.0,5.0,1,0,1,1.0
64382475-3b30-43bf-931f-26c443fc003d,resolved,Request for Information/assistance IT,2026-01,2.52.0,,1,0,1,1.0
56cd20ff-f4f8-4e1c-a9f7-131318e4a23f,restarted,Unknown,2026-01,2.52.0,,0,0,1,0.5
0c81b773-1fb0-4a85-8f5b-179d9b0b186c,restarted,Unknown,2026-01,2.52.0,,0,0,1,0.5
ccf6df11-58f7-483e-b52b-d2e4ab3c4a8e,abandoned,Unknown,2026-01,2.52.0,,0,0,1,0.5
c06e625f-584d-4ba2-9b57-45bffc275a8a,restarted,Software Issue,2026-01,2.52.0,,0,0,1,0.5
611f10e4-11a3-4833-8f9b-520a519544d0,abandoned,Unknown,2026-01,2.52.0,,0,0,1,0.5
8957e24c-8ed3-40ff-894f-99709f1d5051,escalated,Software Issue,2026-01,2.52.0,,0,1,0,0.0
9e090d39-f812-4d79-ae3f-a0dc192e4615,resolved,Software Issue,2026-01,2.52.0,,1,0,1,1.0
0776f243-7ade-4617-b277-bfe024b05bd3,abandoned,Unknown,2026-01,2.52.0,,0,0,1,0.5
b7d70820-2a72-45de-ab70-ee5cb798441f,abandoned,Unknown,2026-01,2.52.0,,0,0,1,0.5
248bd3f2-0c89-4e7f-bc67-b5abbce27c54,resolved,Hardware Issues,2026-01,2.52.0,,1,0,1,1.0
66fc286c-cad9-4eb6-9e5e-eb753e15c377,restarted,Software Issue,2026-01,2.52.0,,0,0,1,0.5
4709cdd0-9a24-40c8-a4c2-b0d5859d1ffb,escalated,LincPass Issues,2026-01,2.52.0,1.0,0,1,0,0.0
3e15b35d-565b-420a-873f-b434bbee144e,abandoned,Unknown,2026-01,2.52.0,,0,0,1,0.5
0068717c-57a1-4e8e-af0a-5a2e1fa71ccd,restarted,Printing Issue,2026-01,2.52.0,,0,0,1,0.5
f41fc1a3-b908-4784-8af1-1f664c3ffffc,resolved,Request for Information/assistance IT,2026-01,2.52.0,,1,0,1,1.0
dbb13eee-44f6-4221-9a91-6c18b9231d09,restarted,Printing Issue,2026-01,2.52.0,,0,0,1,0.5
7b64cae3-dde3-4b2a-9a90-7fdab78e55b6,abandoned,Unknown,2026-01,2.52.0,,0,0,1,0.5
597986ab-e294-43ff-878f-5d843a2cc3eb,abandoned,Unknown,2026-01,2.52.0,,0,0,1,0.5
d613cdb1-f978-4496-bb0e-9c6be0ac57d5,abandoned,Unknown,2026-01,2.52.0,,0,0,1,0.5
367e314a-e507-4218-b2ea-1116958b5705,escalated,LincPass Issues,2026-01,2.52.0,1.0,0,1,0,0.0
069cb107-e8fa-413a-9320-2c9939b0e53e,escalated,Printing Issue,2026-01,2.52.0,,0,1,0,0.0
f993ef98-17b4-495d-8b78-5b71a2f042ff,abandoned,Unknown,2026-01,2.52.0,,0,0,1,0.5
c6653fe9-96a9-45cc-baeb-368ed658f617,resolved,Mobile Device Issue,2026-01,2.52.0,,1,0,1,1.0
aadf6115-5902-4d7c-a3b9-e27fcaf3b702,restarted,Request for Information/assistance IT,2026-01,2.52.0,,0,0,1,0.5
3b479e8b-8864-4f15-91f9-547465dc8cd5,restarted,Software Issue,2026-01,2.52.0,,0,0,1,0.5
edfe6f89-9d26-4f7c-8cbb-3988effd5644,abandoned,Unknown,2026-01,2.52.0,,0,0,1,0.5
b1941936-2999-4b5a-938b-f5570c8c8c6e,resolved,Microsoft 365,2026-01,2.52.0,,1,0,1,1.0
2ee9b5fa-5214-4f12-8ee4-fd530f9b3d0a,escalated,Software Issue,2026-01,2.52.0,,0,1,0,0.0
7e62e012-0d36-4970-b981-fa44ecc1328e,resolved,Mobile Device Issue,2026-01,2.52.0,4.0,1,0,1,1.0
138627de-2bfb-4808-a5b1-d5d968ffa42c,abandoned,Unknown,2026-01,2.52.0,,0,0,1,0.5
3feac075-41f0-4e7c-b86c-84c32b41a0b8,escalated,Software Issue,2026-01,2.52.0,,0,1,0,0.0
6c5735d3-fa12-4f24-8b76-be13661402ff,escalated,Printing Issue,2026-01,2.52.0,,0,1,0,0.0
e7229d20-2b29-479b-ba3a-3400da4c34f8,escalated,Software Issue,2026-01,2.52.0,,0,1,0,0.0
dbc5b9bc-fbb0-4baf-acb3-b18d1f9308eb,abandoned,Unknown,2026-01,2.52.0,,0,0,1,0.5
42a8413c-1cdf-4e59-b6d8-0872af5d6933,restarted,Request for Information/assistance IT,2026-01,2.52.0,,0,0,1,0.5
2a61c932-431b-4709-933c-ede6ebd3c879,abandoned,Unknown,2026-01,2.52.0,,0,0,1,0.5
d4ec6300-4deb-4c34-86b5-12a0d66724b4,escalated,Software Issue,2026-01,2.52.0,,0,1,0,0.0
f55bcce0-8f13-4d65-9cb8-164b1541d17f,restarted,Microsoft 365,2026-01,2.52.0,,0,0,1,0.5
b1d6bf12-cfea-4b28-87d5-6b003d5b72f2,abandoned,Unknown,2026-01,2.52.0,,0,0,1,0.5
e099e8a4-b2cf-4a9e-b544-bcc8ea8ed3dd,restarted,Microsoft 365,2026-01,2.52.0,,0,0,1,0.5
41bd1632-160c-43dd-ad64-c81bf9839696,abandoned,Unknown,2026-01,2.52.0,,0,0,1,0.5
6c5a7a21-6bba-4b20-b062-63b5de113b06,abandoned,Unknown,2026-01,2.52.0,,0,0,1,0.5
bbbc9be9-8166-43f9-a26b-62507f1c5f6e,abandoned,Unknown,2026-01,2.52.0,,0,0,1,0.5
317c1a4d-ad28-473a-b05d-e88ec06afb79,escalated,Network Issues,2026-01,2.52.0,,0,1,0,0.0
7d861d52-65d8-423a-b6d6-5f24a73c92be,abandoned,Unknown,2026-01,2.52.0,,0,0,1,0.5
49e75751-e77a-4231-a47f-9c4ac6cceceb,restarted,Request for Information/assistance IT,2026-01,2.52.0,,0,0,1,0.5
f7742ac5-baa4-49bf-9e47-916077d2ebee,restarted,Request for Information/assistance IT,2026-01,2.52.0,,0,0,1,0.5
5413ccb4-7c47-4d57-b7a0-8f931e035f60,abandoned,Unknown,2026-01,2.52.0,,0,0,1,0.5
6675e6a7-e757-4267-8d22-251b155d1d82,resolved,Software Issue,2026-01,2.52.0,,1,0,1,1.0
99746b73-70ea-42cd-a70a-b2a0b1d2bac3,restarted,Request for Information/assistance IT,2026-01,2.52.0,,0,0,1,0.5
abb77b54-7fee-49d4-8f68-a66fe653db4c,restarted,Unknown,2026-01,2.52.0,,0,0,1,0.5
6932890d-aab2-45cc-b4d1-a6604b7b9c7d,escalated,Network Issues,2026-01,2.52.0,,0,1,0,0.0
27f6623d-911b-43de-8c13-417fd5a8a57d,restarted,Network Issues,2026-01,2.52.0,,0,0,1,0.5
7cd672c6-ab6d-4d92-9bea-fd45509b6d14,abandoned,Unknown,2026-01,2.52.0,,0,0,1,0.5
6f0a0953-7ba0-4602-a68f-a8fafa97e554,escalated,Network Issues,2026-01,2.52.0,,0,1,0,0.0
47580a23-d62a-4fb3-88d5-7970adbcead1,resolved,Request for Information/assistance IT,2026-01,2.52.0,,1,0,1,1.0
f9575e6f-e6a2-41b4-bfda-2f8b6d959d58,abandoned,Unknown,2026-01,2.52.0,,0,0,1,0.5
b5eb71b0-9a20-4409-8ad4-a7e33f8953ec,abandoned,Unknown,2026-01,2.52.0,,0,0,1,0.5
aff45463-7d0f-4ebd-8636-fd74f68464cd,abandoned,Unknown,2026-01,2.52.0,,0,0,1,0.5
5c9bdae2-1673-48cb-aa71-fad1921bc131,abandoned,Unknown,2026-01,2.52.0,,0,0,1,0.5
91ed722a-17d7-4d71-93a7-cd8a3d5f5be7,resolved,Request for Information/assistance IT,2026-01,2.52.0,,1,0,1,1.0
27cb62bd-9606-498a-b6e3-7a2ce1ec6e99,escalated,Printing Issue,2026-01,2.52.0,,0,1,0,0.0
772223d1-bb50-4cac-a1f7-e37fa2e5a0dc,abandoned,Unknown,2026-01,2.52.0,,0,0,1,0.5
922a659c-e026-4128-99f0-64fd020ab0cb,escalated,LincPass Issues,2026-01,2.52.0,,0,1,0,0.0
bec5dd55-fc64-4c5b-9a8b-2a2d682d14d7,restarted,Request for Information/assistance IT,2026-01,2.52.0,,0,0,1,0.5
8b0c0e29-62d0-4d5a-b616-0ba6f9e2437e,abandoned,Unknown,2026-01,2.52.0,,0,0,1,0.5
8979de71-753e-4c2d-b6f1-c02e828a66ed,resolved,Microsoft 365,2026-01,2.52.0,,1,0,1,1.0
ae7ce6f7-cdbd-4b90-a04b-232bdae93736,resolved,LincPass Issues,2026-01,2.52.0,5.0,1,0,1,1.0
5e95781c-38a6-4498-b554-4823d20772aa,restarted,Request for Information/assistance IT,2026-01,2.52.0,,0,0,1,0.5
58ddc5a8-019a-4e97-b0df-167d6786b847,abandoned,Unknown,2026-01,2.52.0,,0,0,1,0.5
baebd9ae-41a8-436a-b1af-3e0b59b9f2b5,restarted,Printing Issue,2026-01,2.53.0,,0,0,1,0.5
4291ae83-32b1-4e23-97ff-b0c68c2443e9,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
3949fd41-0f21-4048-b94c-417bbb0ac036,resolved,Software Issue,2026-01,2.53.0,,1,0,1,1.0
b058f3ff-00c3-4725-9422-9391733cdb1e,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
fc4b9d55-60ab-4b43-b254-915a11ce95c1,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
d5365edd-b7c0-4605-bb9d-a1da7270455a,escalated,Microsoft 365,2026-01,2.53.0,,0,1,0,0.0
3f207be2-05f2-46d9-817d-34404ef68ce9,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
127d2b71-4078-448c-b894-18a50ea6f9c3,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
caa0b891-87db-4108-b642-d283b67ed06e,resolved,Microsoft 365,2026-01,2.53.0,,1,0,1,1.0
31784907-d130-4cbb-9297-499baafe7c12,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
0d3ce771-8f77-4e92-a22b-1f77b1882b68,restarted,Software Issue,2026-01,2.53.0,,0,0,1,0.5
09448a41-eca6-46e9-a249-f45cb82559a8,escalated,Software Issue,2026-01,2.53.0,,0,1,0,0.0
2b671905-69a2-4f26-b9bc-14d588101d51,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
fcdf0fd6-4af5-4aac-bc3a-f70fa7486bad,resolved,Microsoft 365,2026-01,2.53.0,,1,0,1,1.0
5211e49d-008b-4f42-867c-a0efc6c836b7,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
873e8597-d12d-4668-bd7a-6ba3ba484af1,escalated,Request for Information/assistance IT,2026-01,2.53.0,,0,1,0,0.0
3677432e-099e-4a21-aa73-a140fcba87b5,restarted,LincPass Issues,2026-01,2.53.0,,0,0,1,0.5
16ef2468-4f3c-4561-8834-52dc382f89a6,restarted,Unknown,2026-01,2.53.0,,0,0,1,0.5
c00f999c-e6b0-4127-b1df-311063b76201,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
5f724a63-dc0e-4dda-8702-2000679f6f3b,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
adcb8157-0f01-466d-8850-019e2f5d86c9,restarted,Software Issue,2026-01,2.53.0,,0,0,1,0.5
ebb96e56-1127-4288-b279-5761519170c9,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
17872ee1-84d2-4ddf-89eb-32f7dec0cc94,resolved,Network Issues,2026-01,2.53.0,3.0,1,0,1,1.0
0fb385a7-d005-4f98-a13d-1b4977bbf9ea,restarted,Software Issue,2026-01,2.53.0,,0,0,1,0.5
c209ee52-5955-4037-ae04-da30a89e0b7b,escalated,Software Issue,2026-01,2.53.0,,0,1,0,0.0
9b45e048-6851-4b2b-99a0-72cabcbec7a0,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
444097c2-6f9f-4331-a365-0893c7f211d5,escalated,Request for Information/assistance IT,2026-01,2.53.0,,0,1,0,0.0
c4ae01bf-7eb5-4056-bfad-df5e40bd3c77,restarted,Mobile Device Issue,2026-01,2.53.0,,0,0,1,0.5
eb7060d4-95ca-4214-8b69-83127dddef08,restarted,Request for Information/assistance IT,2026-01,2.53.0,,0,0,1,0.5
c3414f16-f5eb-4e2a-b945-2748ec69ae0e,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
00591f3e-e93f-4fd3-9992-94da66a94a97,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
ee9c52f0-337e-4377-aed1-c79536796697,escalated,Microsoft 365,2026-01,2.53.0,5.0,0,1,0,0.0
64a63601-0296-4131-b1ec-c47506fa5211,escalated,Hardware Issues,2026-01,2.53.0,,0,1,0,0.0
35938363-99c1-448b-bfc7-69beb7dfc3bf,restarted,Request for Information/assistance IT,2026-01,2.53.0,,0,0,1,0.5
8e4a0582-7165-43fa-8159-dfe13487a12f,escalated,Microsoft 365,2026-01,2.53.0,3.0,0,1,0,0.0
e26af405-9b7c-4912-ac82-72537fe2e0d4,escalated,LincPass Issues,2026-01,2.53.0,,0,1,0,0.0
56e676d0-97f5-46b0-97d6-0f960b7502ff,escalated,Software Issue,2026-01,2.53.0,,0,1,0,0.0
872a8fc6-31c9-41a0-81e2-3170e60f9b0f,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
810aa046-3a7a-41d0-9047-5a3f9bce73c7,resolved,Request for Information/assistance IT,2026-01,2.53.0,,1,0,1,1.0
7caa43f8-5676-4e44-b1b7-c4699dec77dc,restarted,Software Issue,2026-01,2.53.0,,0,0,1,0.5
c9901fa5-000a-41a6-9118-93cb9b6bd634,restarted,Software Issue,2026-01,2.53.0,,0,0,1,0.5
e0cdc637-d713-45dd-9102-461ba817f37e,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
6f45fb56-cefb-4aa2-a694-ae631de5be24,escalated,Microsoft 365,2026-01,2.53.0,2.0,0,1,0,0.0
4f29fc87-f9ef-4bbb-bf9d-d6d26d4ee7c8,restarted,Request for Information/assistance IT,2026-01,2.53.0,,0,0,1,0.5
51c26f97-7dea-43e3-a45c-db3801c1333f,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
6ef3e4c4-18a7-4b4a-bad4-58d0f9b5be9f,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
dac8619c-ebf0-48b0-98d4-3402a11a362d,resolved,Request for Information/assistance IT,2026-01,2.53.0,,1,0,1,1.0
f9acd3d9-9afb-43b5-bd05-f324557d4171,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
3a7a45a3-141c-41c7-9cb3-7c36eeefdc5a,escalated,Hardware Issues,2026-01,2.53.0,1.0,0,1,0,0.0
49784f4e-5379-4aa3-b512-7dc968aced08,escalated,Mobile Device Issue,2026-01,2.53.0,,0,1,0,0.0
4c721764-48d5-403a-b586-782ef05e9db4,escalated,Network Issues,2026-01,2.53.0,,0,1,0,0.0
f94dc459-dcc6-4214-87a4-1a47b329a54e,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
a908dd22-38cc-4e2f-acba-a622da855778,escalated,Request for Information/assistance IT,2026-01,2.53.0,3.0,0,1,0,0.0
1b505c1a-3e0a-4b46-8f2b-d62870b4a3c3,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
7957d37f-020c-4485-bdfd-746a680e1b30,restarted,Request for Information/assistance IT,2026-01,2.53.0,,0,0,1,0.5
6421c377-a1c8-4286-b3b1-d3d1fe740206,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
fc0e501a-371b-46d2-9ebc-e632fde7231e,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
4d5f1845-e165-4614-83f3-16d2571f1bfe,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
6a42e73e-1401-4db8-b985-b2c24c46924d,resolved,Request for Information/assistance IT,2026-01,2.53.0,,1,0,1,1.0
8e38cd06-2240-4da6-916e-248a88d91b60,restarted,Request for Information/assistance IT,2026-01,2.53.0,,0,0,1,0.5
9c39cfd7-7620-4b4e-9818-0eaf8f1121eb,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
f6d500db-91c7-4041-a3ce-b7e4ce725ee0,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
35f96c7b-0da3-44e8-ae76-25ee7a871a15,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
41799a2f-abbd-4b15-b2d0-b7d825591687,escalated,LincPass Issues,2026-01,2.53.0,,0,1,0,0.0
7a30a9e1-bc60-48cc-9bd1-91ed349f9fc7,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
b593579f-40e0-4514-88e4-9dac94bc1588,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
8e0d75d4-b310-4e0f-9715-e34eb65afb77,escalated,Software Issue,2026-01,2.53.0,,0,1,0,0.0
802ca143-bca8-4d2a-aff7-ab607ac5e5bf,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
1e670f95-bcfe-48f9-b12b-79cd1bff7dbd,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
393aa4b0-02e0-4d54-946e-42630d02210d,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
4e75315a-0c1a-489f-b209-c9e9a9957287,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
3aebbbdd-941c-47b4-a835-1394edcc5b8b,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
03039c3b-78d9-40cb-ba89-b877d9634e06,escalated,Request for Information/assistance IT,2026-01,2.53.0,,0,1,0,0.0
4f7056fc-b3ca-4d2c-9720-22328a84ddab,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
6d824778-5294-4fb8-a5c7-63d157513870,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
a8c28a2e-12f9-4982-9e40-65b35235354f,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
7a97dcd6-c10e-4924-878f-532e2f35723d,resolved,Request for Information/assistance IT,2026-01,2.53.0,,1,0,1,1.0
e877de5d-ed73-472f-9f33-bdfdcc80cf3e,restarted,Request for Information/assistance IT,2026-01,2.53.0,,0,0,1,0.5
5d3d3042-9afc-4d06-b7f5-20a97b3a0f38,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
717119e5-ae02-4adc-a4e7-a70a6ff4fe31,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
844b30f6-6472-41d3-b872-44bfc41360b9,resolved,Microsoft 365,2026-01,2.53.0,,1,0,1,1.0
1b2f0674-6789-46f6-8beb-620bfe4ff430,resolved,Microsoft 365,2026-01,2.53.0,,1,0,1,1.0
707a8496-ff33-46b5-8c8e-6375ded68d82,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
a700181c-5184-4248-bcda-6898ccba833d,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
943c8ee8-21db-42d2-ac70-564797a6213d,restarted,Request for Information/assistance IT,2026-01,2.53.0,,0,0,1,0.5
3a11f535-e135-4525-8739-2022d5725c38,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
99a30f1b-96d3-4291-9796-2af2c88a61da,resolved,Request for Information/assistance IT,2026-01,2.53.0,,1,0,1,1.0
90f1f437-4af8-4fee-adc4-58b11f80fe56,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
72432aa8-4265-4e4d-bf7e-a0438246ccdc,escalated,Microsoft 365,2026-01,2.53.0,1.0,0,1,0,0.0
4cc26ed3-43c7-4664-b16b-b5b20d719ac5,restarted,Network Issues,2026-01,2.53.0,,0,0,1,0.5
c0106c4f-554c-45f6-92a2-95ac446fe86e,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
73a2a9c8-946f-4fa6-a4c3-6733e175a75d,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
c3294614-c3a8-492c-856f-22e57ecb0fe5,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
c516af80-f3bd-4b76-b88a-a44698f73c73,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
294f8dce-6fa1-4f03-beba-66340e835812,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
0f22c11a-f05e-4460-a649-fd1e7ff9e45b,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
a1e88d43-9535-4628-9c4d-c481cc5f47b1,escalated,Microsoft 365,2026-01,2.53.0,,0,1,0,0.0
3f3490b5-4709-498c-80cc-39dc620f6d9d,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
25e38fa8-7f00-44da-959a-4e52cf3d2b1d,restarted,Request for Information/assistance IT,2026-01,2.53.0,,0,0,1,0.5
2c26a251-8a46-4f2b-b751-8c768b08a1c2,restarted,Unknown,2026-01,2.53.0,,0,0,1,0.5
48314e0a-5f3e-4e75-9942-fdd4afe8aa10,escalated,Software Issue,2026-01,2.53.0,5.0,0,1,0,0.0
d3dc2acc-520b-4444-9d7c-4b1090ef79dc,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
842c5e19-340a-4102-98cb-37a2c87db188,restarted,Request for Information/assistance IT,2026-01,2.53.0,,0,0,1,0.5
a4323283-dba3-4c6c-8814-c30323dfb9d8,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
bee81cca-d7fd-4674-8a8a-74f1bdca16c3,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
8511f0fd-ec02-4e1c-b984-f95288c67122,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
b893d973-3466-42f0-a911-303fabd087ac,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
4c584636-f7e7-400e-be0e-ae70f6a2db86,escalated,Mobile Device Issue,2026-01,2.53.0,,0,1,0,0.0
a6f6edce-4f5d-48db-9b8d-da7414edbe5b,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
54eb0b53-45a1-4f6d-bb84-d46d6de7d6f3,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
6b76e183-ce49-4934-ad96-8554eb42fbca,resolved,Software Issue,2026-01,2.53.0,,1,0,1,1.0
9fda136d-c0a1-4cb9-8d0b-13bf6ec6dbe7,resolved,Request for Information/assistance IT,2026-01,2.53.0,,1,0,1,1.0
f2b324f6-3b8c-4034-986f-5b55fb0cc82c,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
0519312b-51f2-4e37-bcc8-9189d4eae640,abandoned,Unknown,2026-01,2.53.0,,0,0,1,0.5
c112ee0e-665c-4a44-8e05-522f8749b4c7,escalated,Hardware Issues,2026-01,2.53.0,,0,1,0,0.0
a18094a5-a1bd-447c-a020-c56d2d530b2e,escalated,Printing Issue,2026-01,2.53.0,5.0,0,1,0,0.0
