thread_id,termination_type,template_category,conversation_date,month,app_version,feedback_rating,is_resolved,is_escalated,is_self_contained,deflection_value,avg_response_length,total_turns,human_turns,avg_response_latency_secs,kbas_retrieved,io_ratio,session_duration_secs,restart_flag,avg_vocab_complexity,human_score,llm_accuracy,llm_helpfulness,llm_tone,llm_brevity,llm_composite,llm_reasoning
dd20c70a-7051-425d-9e66-16f5ea412674,resolved,Request for Information/assistance IT,2026-01-06,2026-01,2.52.0,5.0,1,0,1,1.0,25.67,24,2,7.15,5,3.08,198.1,0,6.89,,,,,,,
64382475-3b30-43bf-931f-26c443fc003d,resolved,Request for Information/assistance IT,2026-01-06,2026-01,2.52.0,,1,0,1,1.0,104.67,24,2,5.35,2,44.86,48.4,0,5.23,,,,,,,
56cd20ff-f4f8-4e1c-a9f7-131318e4a23f,restarted,Unknown,2026-01-06,2026-01,2.52.0,,0,0,1,0.5,161.0,16,1,9.7,4,40.25,10.8,1,10.9,,,,,,,
0c81b773-1fb0-4a85-8f5b-179d9b0b186c,restarted,Unknown,2026-01-06,2026-01,2.52.0,,0,0,1,0.5,185.0,16,1,9.2,2,26.43,10.0,1,6.98,,,,,,,
ccf6df11-58f7-483e-b52b-d2e4ab3c4a8e,abandoned,Unknown,2026-01-06,2026-01,2.52.0,,0,0,1,0.5,109.0,16,1,5.8,6,21.8,6.7,0,5.0,,,,,,,
c06e625f-584d-4ba2-9b57-45bffc275a8a,restarted,Software Issue,2026-01-06,2026-01,2.52.0,,0,0,1,0.5,119.0,25,3,6.15,4,11.9,80.7,1,7.9,2.0,2.0,2.0,4.0,3.0,2.75,"The response included irrelevant advice (checking internet connection) and applied generic software troubleshooting steps without clarifying what 'unable to use Python' meant, missing the key issue of whether Python needs installation, has a permissions error, or another specific problem."
611f10e4-11a3-4833-8f9b-520a519544d0,abandoned,Unknown,2026-01-06,2026-01,2.52.0,,0,0,1,0.5,210.0,16,1,21.0,4,35.0,22.1,0,11.18,,,,,,,
8957e24c-8ed3-40ff-894f-99709f1d5051,escalated,Software Issue,2026-01-06,2026-01,2.52.0,,0,1,0,0.0,55.8,32,4,3.02,7,18.6,68.6,0,7.31,,,,,,,
9e090d39-f812-4d79-ae3f-a0dc192e4615,resolved,Software Issue,2026-01-06,2026-01,2.52.0,,1,0,1,1.0,51.0,24,2,3.9,6,15.3,1466.7,0,5.67,5.0,5.0,5.0,5.0,5.0,5.0,"The response is identical to the human expert's ideal answer, providing accurate, well-sourced, step-by-step installation instructions that cover all relevant scenarios (GFE vs Non-GFE) in an appropriately concise and professional format."
0776f243-7ade-4617-b277-bfe024b05bd3,abandoned,Unknown,2026-01-06,2026-01,2.52.0,,0,0,1,0.5,123.0,16,1,7.6,6,17.57,8.2,0,6.97,,,,,,,
b7d70820-2a72-45de-ab70-ee5cb798441f,abandoned,Unknown,2026-01-06,2026-01,2.52.0,,0,0,1,0.5,41.5,24,3,2.77,6,5.93,26.5,0,12.14,,,,,,,
248bd3f2-0c89-4e7f-bc67-b5abbce27c54,resolved,Hardware Issues,2026-01-05,2026-01,2.52.0,,1,0,1,1.0,43.33,24,2,3.4,5,4.64,547.5,0,4.91,,,,,,,
66fc286c-cad9-4eb6-9e5e-eb753e15c377,restarted,Software Issue,2026-01-06,2026-01,2.52.0,,0,0,1,0.5,127.0,25,3,3.7,2,11.55,59.9,1,10.58,4.0,5.0,5.0,5.0,3.0,4.5,"The response is fully accurate and actionable, covering both the Software Center self-service path and the DWP fallback with correct cited steps, but it is more verbose than necessary — the numbered sub-steps and repeated KBA citations add length without adding meaningful value for the user."
4709cdd0-9a24-40c8-a4c2-b0d5859d1ffb,escalated,LincPass Issues,2026-01-05,2026-01,2.52.0,1.0,0,1,0,0.0,56.2,32,4,2.95,3,7.21,1349.7,0,7.71,,,,,,,
3e15b35d-565b-420a-873f-b434bbee144e,abandoned,Unknown,2026-01-07,2026-01,2.52.0,,0,0,1,0.5,89.0,16,1,5.5,5,6.85,6.1,0,8.61,,,,,,,
0068717c-57a1-4e8e-af0a-5a2e1fa71ccd,restarted,Printing Issue,2026-01-07,2026-01,2.52.0,,0,0,1,0.5,177.0,25,3,3.4,4,14.75,51.7,1,7.95,,,,,,,
f41fc1a3-b908-4784-8af1-1f664c3ffffc,resolved,Request for Information/assistance IT,2026-01-07,2026-01,2.52.0,,1,0,1,1.0,93.5,22,2,4.35,2,26.71,265.6,0,4.92,,,,,,,
dbb13eee-44f6-4221-9a91-6c18b9231d09,restarted,Printing Issue,2026-01-05,2026-01,2.52.0,,0,0,1,0.5,134.33,50,6,3.02,4,16.12,2018.8,1,7.69,,,,,,,
7b64cae3-dde3-4b2a-9a90-7fdab78e55b6,abandoned,Unknown,2026-01-07,2026-01,2.52.0,,0,0,1,0.5,222.0,16,1,9.3,2,17.08,9.9,0,6.52,,,,,,,
597986ab-e294-43ff-878f-5d843a2cc3eb,abandoned,Unknown,2026-01-07,2026-01,2.52.0,,0,0,1,0.5,142.0,16,1,7.2,3,28.4,7.9,0,7.23,,,,,,,
d613cdb1-f978-4496-bb0e-9c6be0ac57d5,abandoned,Unknown,2026-01-07,2026-01,2.52.0,,0,0,1,0.5,85.0,41,4,4.88,2,9.11,256.3,0,12.58,,,,,,,
367e314a-e507-4218-b2ea-1116958b5705,escalated,LincPass Issues,2026-01-07,2026-01,2.52.0,1.0,0,1,0,0.0,21.0,48,6,2.28,3,6.3,73.8,0,9.08,,,,,,,
069cb107-e8fa-413a-9320-2c9939b0e53e,escalated,Printing Issue,2026-01-07,2026-01,2.52.0,,0,1,0,0.0,57.14,57,7,3.17,3,8.0,1895.8,0,7.81,,,,,,,
f993ef98-17b4-495d-8b78-5b71a2f042ff,abandoned,Unknown,2026-01-07,2026-01,2.52.0,,0,0,1,0.5,169.0,20,2,3.85,5,16.9,20.5,0,8.91,,,,,,,
c6653fe9-96a9-45cc-baeb-368ed658f617,resolved,Mobile Device Issue,2026-01-07,2026-01,2.52.0,,1,0,1,1.0,39.6,49,5,2.8,7,12.38,360.1,0,6.85,,,,,,,
aadf6115-5902-4d7c-a3b9-e27fcaf3b702,restarted,Request for Information/assistance IT,2026-01-07,2026-01,2.52.0,,0,0,1,0.5,132.0,25,3,3.75,5,16.5,58.9,1,7.81,,,,,,,
3b479e8b-8864-4f15-91f9-547465dc8cd5,restarted,Software Issue,2026-01-07,2026-01,2.52.0,,0,0,1,0.5,94.0,25,3,4.3,2,11.75,34.5,1,7.04,,,,,,,
edfe6f89-9d26-4f7c-8cbb-3988effd5644,abandoned,Unknown,2026-01-07,2026-01,2.52.0,,0,0,1,0.5,170.0,16,1,9.6,5,42.5,10.7,0,10.16,,,,,,,
b1941936-2999-4b5a-938b-f5570c8c8c6e,resolved,Microsoft 365,2026-01-07,2026-01,2.52.0,,1,0,1,1.0,80.67,24,2,6.0,7,8.34,274.4,0,5.59,,,,,,,
2ee9b5fa-5214-4f12-8ee4-fd530f9b3d0a,escalated,Software Issue,2026-01-07,2026-01,2.52.0,,0,1,0,0.0,38.8,32,4,2.9,4,10.78,89.2,0,7.21,,,,,,,
7e62e012-0d36-4970-b981-fa44ecc1328e,resolved,Mobile Device Issue,2026-01-07,2026-01,2.52.0,4.0,1,0,1,1.0,45.8,49,5,3.42,6,25.44,101.0,0,6.86,,,,,,,
138627de-2bfb-4808-a5b1-d5d968ffa42c,abandoned,Unknown,2026-01-07,2026-01,2.52.0,,0,0,1,0.5,50.67,41,4,3.58,2,7.24,307.8,0,9.94,,,,,,,
3feac075-41f0-4e7c-b86c-84c32b41a0b8,escalated,Software Issue,2026-01-07,2026-01,2.52.0,,0,1,0,0.0,44.0,32,4,3.37,1,3.01,3524.8,0,7.33,3.0,4.0,3.0,5.0,3.0,3.75,"The response provided technically correct troubleshooting steps grounded in the KBA, but failed to first ask whether the user had already attempted basic steps like restarting, making the advice partially redundant and the response unnecessarily long for a user who had already tried the primary recommended fix twice."
6c5735d3-fa12-4f24-8b76-be13661402ff,escalated,Printing Issue,2026-01-07,2026-01,2.52.0,,0,1,0,0.0,40.4,32,4,2.73,3,7.77,111.8,0,7.54,,,,,,,
e7229d20-2b29-479b-ba3a-3400da4c34f8,escalated,Software Issue,2026-01-07,2026-01,2.52.0,,0,1,0,0.0,24.25,30,4,2.55,5,4.22,251.5,0,9.67,,,,,,,
dbc5b9bc-fbb0-4baf-acb3-b18d1f9308eb,abandoned,Unknown,2026-01-07,2026-01,2.52.0,,0,0,1,0.5,136.0,16,1,7.2,9,7.16,7.9,0,8.15,,,,,,,
42a8413c-1cdf-4e59-b6d8-0872af5d6933,restarted,Request for Information/assistance IT,2026-01-07,2026-01,2.52.0,,0,0,1,0.5,24.0,25,3,3.85,5,4.0,600.0,1,10.05,,,,,,,
2a61c932-431b-4709-933c-ede6ebd3c879,abandoned,Unknown,2026-01-07,2026-01,2.52.0,,0,0,1,0.5,20.0,16,1,4.7,10,20.0,5.3,0,11.91,,,,,,,
d4ec6300-4deb-4c34-86b5-12a0d66724b4,escalated,Software Issue,2026-01-07,2026-01,2.52.0,,0,1,0,0.0,22.0,20,3,2.57,0,4.89,33.2,0,7.64,,,,,,,
f55bcce0-8f13-4d65-9cb8-164b1541d17f,restarted,Microsoft 365,2026-01-07,2026-01,2.52.0,,0,0,1,0.5,108.0,25,3,3.35,2,7.2,64.2,1,8.54,,,,,,,
b1d6bf12-cfea-4b28-87d5-6b003d5b72f2,abandoned,Unknown,2026-01-07,2026-01,2.52.0,,0,0,1,0.5,109.0,16,1,5.4,2,10.9,6.0,0,6.36,,,,,,,
e099e8a4-b2cf-4a9e-b544-bcc8ea8ed3dd,restarted,Microsoft 365,2026-01-08,2026-01,2.52.0,,0,0,1,0.5,166.0,25,3,5.05,3,13.83,74.2,1,8.69,,,,,,,
41bd1632-160c-43dd-ad64-c81bf9839696,abandoned,Unknown,2026-01-08,2026-01,2.52.0,,0,0,1,0.5,127.0,16,1,8.0,4,15.88,8.6,0,9.59,,,,,,,
6c5a7a21-6bba-4b20-b062-63b5de113b06,abandoned,Unknown,2026-01-08,2026-01,2.52.0,,0,0,1,0.5,101.0,16,1,9.0,3,4.04,9.6,0,15.95,,,,,,,
bbbc9be9-8166-43f9-a26b-62507f1c5f6e,abandoned,Unknown,2026-01-08,2026-01,2.52.0,,0,0,1,0.5,165.0,16,1,6.7,3,13.75,7.4,0,8.53,,,,,,,
317c1a4d-ad28-473a-b05d-e88ec06afb79,escalated,Network Issues,2026-01-08,2026-01,2.52.0,,0,1,0,0.0,46.8,32,4,3.4,5,13.76,158.7,0,8.01,,,,,,,
7d861d52-65d8-423a-b6d6-5f24a73c92be,abandoned,Unknown,2026-01-08,2026-01,2.52.0,,0,0,1,0.5,216.0,16,1,10.7,3,30.86,11.4,0,7.0,,,,,,,
49e75751-e77a-4231-a47f-9c4ac6cceceb,restarted,Request for Information/assistance IT,2026-01-08,2026-01,2.52.0,,0,0,1,0.5,0.0,16,2,4.0,0,0.0,18.6,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,"The chatbot produced no substantive response before the user gave up and restarted, representing a complete failure across all dimensions."
f7742ac5-baa4-49bf-9e47-916077d2ebee,restarted,Request for Information/assistance IT,2026-01-08,2026-01,2.52.0,,0,0,1,0.5,0.0,16,2,3.3,0,0.0,14.4,1,0.0,,,,,,,
5413ccb4-7c47-4d57-b7a0-8f931e035f60,abandoned,Unknown,2026-01-08,2026-01,2.52.0,,0,0,1,0.5,0.0,8,1,3.1,0,0.0,3.1,0,0.0,,,,,,,
6675e6a7-e757-4267-8d22-251b155d1d82,resolved,Software Issue,2026-01-08,2026-01,2.52.0,,1,0,1,1.0,63.67,24,2,4.75,3,13.64,1260.0,0,4.78,,,,,,,
99746b73-70ea-42cd-a70a-b2a0b1d2bac3,restarted,Request for Information/assistance IT,2026-01-08,2026-01,2.52.0,,0,0,1,0.5,34.0,25,3,3.45,1,5.67,44.2,1,10.96,,,,,,,
abb77b54-7fee-49d4-8f68-a66fe653db4c,restarted,Unknown,2026-01-08,2026-01,2.52.0,,0,0,1,0.5,87.0,20,2,3.25,3,29.0,79.5,1,10.54,,,,,,,
6932890d-aab2-45cc-b4d1-a6604b7b9c7d,escalated,Network Issues,2026-01-08,2026-01,2.52.0,,0,1,0,0.0,36.8,32,4,3.5,7,1.74,186.2,0,7.7,,,,,,,
27f6623d-911b-43de-8c13-417fd5a8a57d,restarted,Network Issues,2026-01-08,2026-01,2.52.0,,0,0,1,0.5,73.0,25,3,4.6,4,1.87,1895.8,1,7.9,,,,,,,
7cd672c6-ab6d-4d92-9bea-fd45509b6d14,abandoned,Unknown,2026-01-08,2026-01,2.52.0,,0,0,1,0.5,85.0,16,1,5.6,4,12.14,6.2,0,5.72,,,,,,,
6f0a0953-7ba0-4602-a68f-a8fafa97e554,escalated,Network Issues,2026-01-08,2026-01,2.52.0,,0,1,0,0.0,64.4,32,4,4.05,5,3.25,460.2,0,7.65,,,,,,,
47580a23-d62a-4fb3-88d5-7970adbcead1,resolved,Request for Information/assistance IT,2026-01-08,2026-01,2.52.0,,1,0,1,1.0,50.67,24,2,6.1,3,38.0,220.2,0,3.81,5.0,5.0,5.0,5.0,5.0,5.0,"The response is an exact match to the ideal response, providing accurate step-by-step instructions for both Mac and Windows with proper source citations, in a clear and professional format appropriate for a government IT helpdesk."
f9575e6f-e6a2-41b4-bfda-2f8b6d959d58,abandoned,Unknown,2026-01-08,2026-01,2.52.0,,0,0,1,0.5,100.0,16,1,6.4,7,16.67,7.0,0,8.0,,,,,,,
b5eb71b0-9a20-4409-8ad4-a7e33f8953ec,abandoned,Unknown,2026-01-08,2026-01,2.52.0,,0,0,1,0.5,117.0,16,1,15.9,5,19.5,17.0,0,18.99,,,,,,,
aff45463-7d0f-4ebd-8636-fd74f68464cd,abandoned,Unknown,2026-01-08,2026-01,2.52.0,,0,0,1,0.5,115.0,41,4,4.38,4,17.25,349.8,0,7.44,,,,,,,
5c9bdae2-1673-48cb-aa71-fad1921bc131,abandoned,Unknown,2026-01-09,2026-01,2.52.0,,0,0,1,0.5,195.0,20,2,4.1,6,12.19,58.7,0,8.25,,,,,,,
91ed722a-17d7-4d71-93a7-cd8a3d5f5be7,resolved,Request for Information/assistance IT,2026-01-08,2026-01,2.52.0,,1,0,1,1.0,33.67,24,2,3.4,5,12.62,1753.1,0,5.68,,,,,,,
27cb62bd-9606-498a-b6e3-7a2ce1ec6e99,escalated,Printing Issue,2026-01-09,2026-01,2.52.0,,0,1,0,0.0,66.8,32,4,3.43,3,7.26,277.4,0,7.7,,,,,,,
772223d1-bb50-4cac-a1f7-e37fa2e5a0dc,abandoned,Unknown,2026-01-09,2026-01,2.52.0,,0,0,1,0.5,175.0,16,1,7.7,3,14.58,8.3,0,10.04,,,,,,,
922a659c-e026-4128-99f0-64fd020ab0cb,escalated,LincPass Issues,2026-01-09,2026-01,2.52.0,,0,1,0,0.0,60.0,32,4,3.62,7,6.52,244.5,0,8.11,,,,,,,
bec5dd55-fc64-4c5b-9a8b-2a2d682d14d7,restarted,Request for Information/assistance IT,2026-01-09,2026-01,2.52.0,,0,0,1,0.5,31.0,25,3,3.0,1,2.82,159.1,1,9.79,,,,,,,
8b0c0e29-62d0-4d5a-b616-0ba6f9e2437e,abandoned,Unknown,2026-01-09,2026-01,2.52.0,,0,0,1,0.5,44.0,16,1,5.5,4,2.75,6.1,0,14.17,,,,,,,
8979de71-753e-4c2d-b6f1-c02e828a66ed,resolved,Microsoft 365,2026-01-09,2026-01,2.52.0,,1,0,1,1.0,35.8,49,5,2.25,9,6.39,3597.7,0,6.15,2.0,1.0,1.0,3.0,3.0,2.0,"The first substantive response completely misidentified the user's request, providing voicemail relay instructions from a VOIP KBA instead of addressing email/SMTP relay configuration, making it entirely inaccurate and unhelpful despite being professionally formatted."
ae7ce6f7-cdbd-4b90-a04b-232bdae93736,resolved,LincPass Issues,2026-01-08,2026-01,2.52.0,5.0,1,0,1,1.0,95.67,24,2,7.55,3,26.09,439.1,0,6.01,,,,,,,
5e95781c-38a6-4498-b554-4823d20772aa,restarted,Request for Information/assistance IT,2026-01-08,2026-01,2.52.0,,0,0,1,0.5,104.0,25,3,3.5,4,8.67,554.3,1,7.52,2.0,3.0,2.0,4.0,3.0,3.0,The response correctly covers Citrix prerequisite setup steps but fails to answer the actual question — how to locate and access the 1OCIO Dashboard once inside the Citrix environment — leaving the user without a complete solution.
58ddc5a8-019a-4e97-b0df-167d6786b847,abandoned,Unknown,2026-01-09,2026-01,2.52.0,,0,0,1,0.5,28.0,16,1,5.9,4,4.0,6.6,0,10.94,,,,,,,
baebd9ae-41a8-436a-b1af-3e0b59b9f2b5,restarted,Printing Issue,2026-01-09,2026-01,2.53.0,,0,0,1,0.5,188.0,25,3,4.6,3,17.09,26.1,1,7.74,,,,,,,
4291ae83-32b1-4e23-97ff-b0c68c2443e9,abandoned,Unknown,2026-01-10,2026-01,2.53.0,,0,0,1,0.5,0.0,11,1,3.7,0,0.0,3.7,0,0.0,,,,,,,
3949fd41-0f21-4048-b94c-417bbb0ac036,resolved,Software Issue,2026-01-12,2026-01,2.53.0,,1,0,1,1.0,37.0,24,2,3.5,6,11.1,28.1,0,6.64,,,,,,,
b058f3ff-00c3-4725-9422-9391733cdb1e,abandoned,Unknown,2026-01-12,2026-01,2.53.0,,0,0,1,0.5,59.0,16,1,4.6,5,8.43,5.2,0,9.14,,,,,,,
fc4b9d55-60ab-4b43-b254-915a11ce95c1,abandoned,Unknown,2026-01-12,2026-01,2.53.0,,0,0,1,0.5,0.0,11,1,3.2,0,0.0,3.2,0,0.0,,,,,,,
d5365edd-b7c0-4605-bb9d-a1da7270455a,escalated,Microsoft 365,2026-01-12,2026-01,2.53.0,,0,1,0,0.0,39.2,32,4,2.62,4,7.0,251.6,0,8.2,,,,,,,
3f207be2-05f2-46d9-817d-34404ef68ce9,abandoned,Unknown,2026-01-12,2026-01,2.53.0,,0,0,1,0.5,58.67,41,4,3.3,4,10.35,168.1,0,8.43,,,,,,,
127d2b71-4078-448c-b894-18a50ea6f9c3,abandoned,Unknown,2026-01-12,2026-01,2.53.0,,0,0,1,0.5,219.0,20,2,8.35,4,18.25,102.0,0,8.03,,,,,,,
caa0b891-87db-4108-b642-d283b67ed06e,resolved,Microsoft 365,2026-01-12,2026-01,2.53.0,,1,0,1,1.0,39.0,24,2,4.2,5,9.75,359.9,0,6.69,,,,,,,
31784907-d130-4cbb-9297-499baafe7c12,abandoned,Unknown,2026-01-12,2026-01,2.53.0,,0,0,1,0.5,110.0,16,1,5.5,4,15.71,6.1,0,6.01,,,,,,,
0d3ce771-8f77-4e92-a22b-1f77b1882b68,restarted,Software Issue,2026-01-12,2026-01,2.53.0,,0,0,1,0.5,0.0,13,2,2.7,0,0.0,30.9,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,"The chatbot provided no substantive response to the user's audio issue with Edge browser, prompting the user to immediately restart the conversation, resulting in a complete failure across all dimensions."
09448a41-eca6-46e9-a249-f45cb82559a8,escalated,Software Issue,2026-01-12,2026-01,2.53.0,,0,1,0,0.0,22.6,32,4,2.35,1,2.31,153.6,0,8.95,,,,,,,
